,0,1,2,3,4
990,space_shuttle,a reusable spacecraft with wings for a controlled descent through the Earth's atmosphere,['space_shuttle'],991,0
991,sparkler_(fireworks),a firework that burns slowly and throws out a shower of sparks,['sparkler_(fireworks)'],992,0
992,spatula,a hand tool with a thin flexible blade used to mix or spread soft substances,['spatula'],993,0
993,spear,a long pointed rod used as a tool or weapon,"['spear', 'lance']",994,0
994,spectacles,optical instrument consisting of a frame that holds a pair of lenses for correcting defective vision,"['spectacles', 'specs', 'eyeglasses', 'glasses']",995,0
995,spice_rack,a rack for displaying containers filled with spices,['spice_rack'],996,0
996,spider,"predatory arachnid with eight legs, two poison fangs, two feelers, and usually two silk-spinning organs at the back end of the body",['spider'],997,0
997,crawfish,large edible marine crustacean having a spiny carapace but lacking the large pincers of true lobsters,"['crawfish', 'crayfish']",998,0
998,sponge,a porous mass usable to absorb water typically used for cleaning,['sponge'],999,0
999,spoon,a piece of cutlery with a shallow bowl-shaped container and a handle,['spoon'],1000,0
1000,sportswear,attire worn for sport or for casual wear,"['sportswear', 'athletic_wear', 'activewear']",1001,0
1001,spotlight,a lamp that produces a strong beam of light to illuminate a restricted area; used to focus attention of a stage performer,['spotlight'],1002,0
1002,squid_(food),(Italian cuisine) squid prepared as food,"['squid_(food)', 'calamari', 'calamary']",1003,0
1003,squirrel,a kind of arboreal rodent having a long bushy tail,['squirrel'],1004,0
1004,stagecoach,a large coach-and-four formerly used to carry passengers and mail on regular routes between towns,['stagecoach'],1005,0
1005,stapler_(stapling_machine),a machine that inserts staples into sheets of paper in order to fasten them together,['stapler_(stapling_machine)'],1006,0
1006,starfish,echinoderms characterized by five arms extending from a central disk,"['starfish', 'sea_star']",1007,0
1007,statue_(sculpture),a sculpture representing a human or animal,['statue_(sculpture)'],1008,0
1008,steak_(food),a slice of meat cut from the fleshy part of an animal or large fish,['steak_(food)'],1009,0
1009,steak_knife,a sharp table knife used in eating steak,['steak_knife'],1010,0
1010,steering_wheel,a handwheel that is used for steering,['steering_wheel'],1011,0
1011,stepladder,a folding portable ladder hinged at the top,['stepladder'],1012,0
1012,step_stool,a stool that has one or two steps that fold under the seat,['step_stool'],1013,0
1013,stereo_(sound_system),electronic device for playing audio,['stereo_(sound_system)'],1014,0
1014,stew,food prepared by stewing especially meat or fish with vegetables,['stew'],1015,0
1015,stirrer,an implement used for stirring,['stirrer'],1016,0
1016,stirrup,support consisting of metal loops into which rider's feet go,['stirrup'],1017,0
1017,stool,a simple seat without a back or arms,['stool'],1018,0
1018,stop_sign,a traffic sign to notify drivers that they must come to a complete stop,['stop_sign'],1019,0
1019,brake_light,a red light on the rear of a motor vehicle that signals when the brakes are applied,['brake_light'],1020,0
1020,stove,a kitchen appliance used for cooking food,"['stove', 'kitchen_stove', 'range_(kitchen_appliance)', 'kitchen_range', 'cooking_stove']",1021,0
1021,strainer,a filter to retain larger pieces while smaller pieces and liquids pass through,['strainer'],1022,0
1022,strap,an elongated strip of material for binding things together or holding,['strap'],1023,0
1023,straw_(for_drinking),a thin paper or plastic tube used to suck liquids into the mouth,"['straw_(for_drinking)', 'drinking_straw']",1024,0
1024,strawberry,sweet fleshy red fruit,['strawberry'],1025,0
1025,street_sign,a sign visible from the street,['street_sign'],1026,0
1026,streetlight,a lamp supported on a lamppost; for illuminating a street,"['streetlight', 'street_lamp']",1027,0
1027,string_cheese,cheese formed in long strings twisted together,['string_cheese'],1028,0
1028,stylus,"a pointed tool for writing or drawing or engraving, including pens",['stylus'],1029,0
1029,subwoofer,a loudspeaker that is designed to reproduce very low bass frequencies,['subwoofer'],1030,0
1030,sugar_bowl,a dish in which sugar is served,['sugar_bowl'],1031,0
1031,sugarcane_(plant),juicy canes whose sap is a source of molasses and commercial sugar; fresh canes are sometimes chewed for the juice,['sugarcane_(plant)'],1032,0
1032,suit_(clothing),a set of garments (usually including a jacket and trousers or skirt) for outerwear all of the same fabric and color,['suit_(clothing)'],1033,0
1033,sunflower,any plant of the genus Helianthus having large flower heads with dark disk florets and showy yellow rays,['sunflower'],1034,0
1034,sunglasses,spectacles that are darkened or polarized to protect the eyes from the glare of the sun,['sunglasses'],1035,0
1035,sunhat,a hat with a broad brim that protects the face from direct exposure to the sun,['sunhat'],1036,0
1036,surfboard,a narrow buoyant board for riding surf,['surfboard'],1037,0
1037,sushi,rice (with raw fish) wrapped in seaweed,['sushi'],1038,0
1038,mop,cleaning implement consisting of absorbent material fastened to a handle; for cleaning floors,['mop'],1039,0
1039,sweat_pants,loose-fitting trousers with elastic cuffs; worn by athletes,['sweat_pants'],1040,0
1040,sweatband,a band of material tied around the forehead or wrist to absorb sweat,['sweatband'],1041,0
1041,sweater,a crocheted or knitted garment covering the upper part of the body,['sweater'],1042,0
1042,sweatshirt,cotton knit pullover with long sleeves worn during athletic activity,['sweatshirt'],1043,0
1043,sweet_potato,the edible tuberous root of the sweet potato vine,['sweet_potato'],1044,0
1044,swimsuit,garment worn for swimming,"['swimsuit', 'swimwear', 'bathing_suit', 'swimming_costume', 'bathing_costume', 'swimming_trunks', 'bathing_trunks']",1045,0
1045,sword,a cutting or thrusting weapon that has a long metal blade,['sword'],1046,0
1046,syringe,a medical instrument used to inject or withdraw fluids,['syringe'],1047,0
1047,Tabasco_sauce,very spicy sauce (trade name Tabasco) made from fully-aged red peppers,['Tabasco_sauce'],1048,0
1048,table-tennis_table,a table used for playing table tennis,"['table-tennis_table', 'ping-pong_table']",1049,0
1049,table,a piece of furniture having a smooth flat top that is usually supported by one or more vertical legs,['table'],1050,0
1050,table_lamp,a lamp that sits on a table,['table_lamp'],1051,0
1051,tablecloth,a covering spread over a dining table,['tablecloth'],1052,0
1052,tachometer,measuring instrument for indicating speed of rotation,['tachometer'],1053,0
1053,taco,a small tortilla cupped around a filling,['taco'],1054,0
1054,tag,a label associated with something for the purpose of identification or information,['tag'],1055,0
1055,taillight,lamp (usually red) mounted at the rear of a motor vehicle,"['taillight', 'rear_light']",1056,0
1056,tambourine,a shallow drum with a single drumhead and with metallic disks in the sides,['tambourine'],1057,0
1057,army_tank,an enclosed armored military vehicle; has a cannon and moves on caterpillar treads,"['army_tank', 'armored_combat_vehicle', 'armoured_combat_vehicle']",1058,0
1058,tank_(storage_vessel),a large (usually metallic) vessel for holding gases or liquids,"['tank_(storage_vessel)', 'storage_tank']",1059,0
1059,tank_top_(clothing),a tight-fitting sleeveless shirt with wide shoulder straps and low neck and no front opening,['tank_top_(clothing)'],1060,0
1060,tape_(sticky_cloth_or_paper),a long thin piece of cloth or paper as used for binding or fastening,['tape_(sticky_cloth_or_paper)'],1061,0
1061,tape_measure,measuring instrument consisting of a narrow strip (cloth or metal) marked in inches or centimeters and used for measuring lengths,"['tape_measure', 'measuring_tape']",1062,0
1062,tapestry,a heavy textile with a woven design; used for curtains and upholstery,['tapestry'],1063,0
1063,tarp,waterproofed canvas,['tarp'],1064,0
1064,tartan,a cloth having a crisscross design,"['tartan', 'plaid']",1065,0
1065,tassel,adornment consisting of a bunch of cords fastened at one end,['tassel'],1066,0
1066,tea_bag,a measured amount of tea in a bag for an individual serving of tea,['tea_bag'],1067,0
1067,teacup,a cup from which tea is drunk,['teacup'],1068,0
1068,teakettle,kettle for boiling water to make tea,['teakettle'],1069,0
1069,teapot,pot for brewing tea; usually has a spout and handle,['teapot'],1070,0
1070,teddy_bear,plaything consisting of a child's toy bear (usually plush and stuffed with soft materials),['teddy_bear'],1071,0
1071,telephone,electronic device for communicating by voice over long distances (includes wired and wireless/cell phones),"['telephone', 'phone', 'telephone_set']",1072,0
1072,telephone_booth,booth for using a telephone,"['telephone_booth', 'phone_booth', 'call_box', 'telephone_box', 'telephone_kiosk']",1073,0
1073,telephone_pole,tall pole supporting telephone wires,"['telephone_pole', 'telegraph_pole', 'telegraph_post']",1074,0
1074,telephoto_lens,a camera lens that magnifies the image,"['telephoto_lens', 'zoom_lens']",1075,0
1075,television_camera,television equipment for capturing and recording video,"['television_camera', 'tv_camera']",1076,0
1076,television_set,an electronic device that receives television signals and displays them on a screen,"['television_set', 'tv', 'tv_set']",1077,0
1077,tennis_ball,ball about the size of a fist used in playing tennis,['tennis_ball'],1078,0
1078,tennis_racket,a racket used to play tennis,['tennis_racket'],1079,0
1079,tequila,Mexican liquor made from fermented juices of an agave plant,['tequila'],1080,0
1080,thermometer,measuring instrument for measuring temperature,['thermometer'],1081,0
1081,thermos_bottle,vacuum flask that preserves temperature of hot or cold drinks,['thermos_bottle'],1082,0
1082,thermostat,a regulator for automatically regulating temperature by starting or stopping the supply of heat,['thermostat'],1083,0
1083,thimble,a small metal cap to protect the finger while sewing; can be used as a small container,['thimble'],1084,0
1084,thread,a fine cord of twisted fibers (of cotton or silk or wool or nylon etc.) used in sewing and weaving,"['thread', 'yarn']",1085,0
1085,thumbtack,a tack for attaching papers to a bulletin board or drawing board,"['thumbtack', 'drawing_pin', 'pushpin']",1086,0
1086,tiara,a jeweled headdress worn by women on formal occasions,['tiara'],1087,0
1087,tiger,large feline of forests in most of Asia having a tawny coat with black stripes,['tiger'],1088,0
1088,tights_(clothing),skintight knit hose covering the body from the waist to the feet worn by acrobats and dancers and as stockings by women and girls,"['tights_(clothing)', 'leotards']",1089,0
1089,timer,a timepiece that measures a time interval and signals its end,"['timer', 'stopwatch']",1090,0
1090,tinfoil,foil made of tin or an alloy of tin and lead,['tinfoil'],1091,0
1091,tinsel,a showy decoration that is basically valueless,['tinsel'],1092,0
1092,tissue_paper,a soft thin (usually translucent) paper,['tissue_paper'],1093,0
1093,toast_(food),slice of bread that has been toasted,['toast_(food)'],1094,0
1094,toaster,a kitchen appliance (usually electric) for toasting bread,['toaster'],1095,0
1095,toaster_oven,kitchen appliance consisting of a small electric oven for toasting or warming food,['toaster_oven'],1096,0
1096,toilet,a plumbing fixture for defecation and urination,['toilet'],1097,0
1097,toilet_tissue,a soft thin absorbent paper for use in toilets,"['toilet_tissue', 'toilet_paper', 'bathroom_tissue']",1098,0
1098,tomato,mildly acid red or yellow pulpy fruit eaten as a vegetable,['tomato'],1099,0
1099,tongs,any of various devices for taking hold of objects; usually have two hinged legs with handles above and pointed hooks below,['tongs'],1100,0
1100,toolbox,a box or chest or cabinet for holding hand tools,['toolbox'],1101,0
1101,toothbrush,small brush; has long handle; used to clean teeth,['toothbrush'],1102,0
1102,toothpaste,a dentifrice in the form of a paste,['toothpaste'],1103,0
1103,toothpick,pick consisting of a small strip of wood or plastic; used to pick food from between the teeth,['toothpick'],1104,0
1104,cover,covering for a hole (especially a hole in the top of a container),['cover'],1105,0
1105,tortilla,thin unleavened pancake made from cornmeal or wheat flour,['tortilla'],1106,0
1106,tow_truck,a truck equipped to hoist and pull wrecked cars (or to remove cars from no-parking zones),['tow_truck'],1107,0
1107,towel,a rectangular piece of absorbent cloth (or paper) for drying or wiping,['towel'],1108,0
1108,towel_rack,a rack consisting of one or more bars on which towels can be hung,"['towel_rack', 'towel_rail', 'towel_bar']",1109,0
1109,toy,a device regarded as providing amusement,['toy'],1110,0
1110,tractor_(farm_equipment),a wheeled vehicle with large wheels; used in farming and other applications,['tractor_(farm_equipment)'],1111,0
1111,traffic_light,a device to control vehicle traffic often consisting of three or more lights,['traffic_light'],1112,0
1112,dirt_bike,a lightweight motorcycle equipped with rugged tires and suspension for off-road use,['dirt_bike'],1113,0
1113,trailer_truck,a truck consisting of a tractor and trailer together,"['trailer_truck', 'tractor_trailer', 'trucking_rig', 'articulated_lorry', 'semi_truck']",1114,0
1114,train_(railroad_vehicle),public or private transport provided by a line of railway cars coupled together and drawn by a locomotive,"['train_(railroad_vehicle)', 'railroad_train']",1115,0
1115,trampoline,gymnastic apparatus consisting of a strong canvas sheet attached with springs to a metal frame,['trampoline'],1116,0
1116,tray,an open receptacle for holding or displaying or serving articles or food,['tray'],1117,0
1117,trench_coat,a military style raincoat; belted with deep pockets,['trench_coat'],1118,0
1118,triangle_(musical_instrument),a percussion instrument consisting of a metal bar bent in the shape of an open triangle,['triangle_(musical_instrument)'],1119,0
1119,tricycle,a vehicle with three wheels that is moved by foot pedals,['tricycle'],1120,0
1120,tripod,a three-legged rack used for support,['tripod'],1121,0
1121,trousers,"a garment extending from the waist to the knee or ankle, covering each leg separately","['trousers', 'pants_(clothing)']",1122,0
1122,truck,an automotive vehicle suitable for hauling,['truck'],1123,0
1123,truffle_(chocolate),creamy chocolate candy,"['truffle_(chocolate)', 'chocolate_truffle']",1124,0
1124,trunk,luggage consisting of a large strong case used when traveling or for storage,['trunk'],1125,0
1125,vat,a large vessel for holding or storing liquids,['vat'],1126,0
1126,turban,a traditional headdress consisting of a long scarf wrapped around the head,['turban'],1127,0
1127,turkey_(food),flesh of large domesticated fowl usually roasted,['turkey_(food)'],1128,0
1128,turnip,widely cultivated plant having a large fleshy edible white or yellow root,['turnip'],1129,0
1129,turtle,any of various aquatic and land reptiles having a bony shell and flipper-like limbs for swimming,['turtle'],1130,0
1130,turtleneck_(clothing),a sweater or jersey with a high close-fitting collar,"['turtleneck_(clothing)', 'polo-neck']",1131,0
1131,typewriter,hand-operated character printer for printing written messages one character at a time,['typewriter'],1132,0
1132,umbrella,a lightweight handheld collapsible canopy,['umbrella'],1133,0
1133,underwear,undergarment worn next to the skin and under the outer garments,"['underwear', 'underclothes', 'underclothing', 'underpants']",1134,0
1134,unicycle,a vehicle with a single wheel that is driven by pedals,['unicycle'],1135,0
1135,urinal,a plumbing fixture (usually attached to the wall) used by men to urinate,['urinal'],1136,0
1136,urn,a large vase that usually has a pedestal or feet,['urn'],1137,0
1137,vacuum_cleaner,an electrical home appliance that cleans by suction,['vacuum_cleaner'],1138,0
1138,vase,an open jar of glass or porcelain used as an ornament or to hold flowers,['vase'],1139,0
1139,vending_machine,a slot machine for selling goods,['vending_machine'],1140,0
1140,vent,a hole for the escape of gas or air,"['vent', 'blowhole', 'air_vent']",1141,0
1141,vest,a man's sleeveless garment worn underneath a coat,"['vest', 'waistcoat']",1142,0
1142,videotape,a video recording made on magnetic tape,['videotape'],1143,0
1143,vinegar,sour-tasting liquid produced usually by oxidation of the alcohol in wine or cider and used as a condiment or food preservative,['vinegar'],1144,0
1144,violin,bowed stringed instrument that is the highest member of the violin family,"['violin', 'fiddle']",1145,0
1145,vodka,unaged colorless liquor originating in Russia,['vodka'],1146,0
1146,volleyball,an inflated ball used in playing volleyball,['volleyball'],1147,0
1147,vulture,any of various large birds of prey having naked heads and weak claws and feeding chiefly on carrion,['vulture'],1148,0
1148,waffle,pancake batter baked in a waffle iron,['waffle'],1149,0
1149,waffle_iron,a kitchen appliance for baking waffles,['waffle_iron'],1150,0
1150,wagon,any of various kinds of wheeled vehicles drawn by an animal or a tractor,['wagon'],1151,0
1151,wagon_wheel,a wheel of a wagon,['wagon_wheel'],1152,0
1152,walking_stick,a stick carried in the hand for support in walking,['walking_stick'],1153,0
1153,wall_clock,a clock mounted on a wall,['wall_clock'],1154,0
1154,wall_socket,receptacle providing a place in a wiring system where current can be taken to run electrical devices,"['wall_socket', 'wall_plug', 'electric_outlet', 'electrical_outlet', 'outlet', 'electric_receptacle']",1155,0
1155,wallet,a pocket-size case for holding papers and paper money,"['wallet', 'billfold']",1156,0
1156,walrus,either of two large northern marine mammals having ivory tusks and tough hide over thick blubber,['walrus'],1157,0
1157,wardrobe,a tall piece of furniture that provides storage space for clothes; has a door and rails or hooks for hanging clothes,['wardrobe'],1158,0
1158,washbasin,a bathroom sink that is permanently installed and connected to a water supply and drainpipe; where you can wash your hands and face,"['washbasin', 'basin_(for_washing)', 'washbowl', 'washstand', 'handbasin']",1159,0
1159,automatic_washer,a home appliance for washing clothes and linens automatically,"['automatic_washer', 'washing_machine']",1160,0
1160,watch,"a small, portable timepiece","['watch', 'wristwatch']",1161,0
1161,water_bottle,a bottle for holding water,['water_bottle'],1162,0
1162,water_cooler,a device for cooling and dispensing drinking water,['water_cooler'],1163,0
1163,water_faucet,a faucet for drawing water from a pipe or cask,"['water_faucet', 'water_tap', 'tap_(water_faucet)']",1164,0
1164,water_heater,a heater and storage tank to supply heated water,"['water_heater', 'hot-water_heater']",1165,0
1165,water_jug,a jug that holds water,['water_jug'],1166,0
1166,water_gun,plaything consisting of a toy pistol that squirts water,"['water_gun', 'squirt_gun']",1167,0
1167,water_scooter,a motorboat resembling a motor scooter (NOT A SURFBOARD OR WATER SKI),"['water_scooter', 'sea_scooter', 'jet_ski']",1168,0
1168,water_ski,broad ski for skimming over water towed by a speedboat (DO NOT MARK WATER),['water_ski'],1169,0
1169,water_tower,a large reservoir for water,['water_tower'],1170,0
1170,watering_can,a container with a handle and a spout with a perforated nozzle; used to sprinkle water over plants,['watering_can'],1171,0
1171,watermelon,large oblong or roundish melon with a hard green rind and sweet watery red or occasionally yellowish pulp,['watermelon'],1172,0
1172,weathervane,mechanical device attached to an elevated structure; rotates freely to show the direction of the wind,"['weathervane', 'vane_(weathervane)', 'wind_vane']",1173,0
1173,webcam,a digital camera designed to take digital photographs and transmit them over the internet,['webcam'],1174,0
1174,wedding_cake,a rich cake with two or more tiers and covered with frosting and decorations; served at a wedding reception,"['wedding_cake', 'bridecake']",1175,0
1175,wedding_ring,a ring given to the bride and/or groom at the wedding,"['wedding_ring', 'wedding_band']",1176,0
1176,wet_suit,a close-fitting garment made of a permeable material; worn in cold water to retain body heat,['wet_suit'],1177,0
1177,wheel,a circular frame with spokes (or a solid disc) that can rotate on a shaft or axle,['wheel'],1178,0
1178,wheelchair,a movable chair mounted on large wheels,['wheelchair'],1179,0
1179,whipped_cream,cream that has been beaten until light and fluffy,['whipped_cream'],1180,0
1180,whistle,a small wind instrument that produces a whistling sound by blowing into it,['whistle'],1181,0
1181,wig,hairpiece covering the head and made of real or synthetic hair,['wig'],1182,0
1182,wind_chime,a decorative arrangement of pieces of metal or glass or pottery that hang together loosely so the wind can cause them to tinkle,['wind_chime'],1183,0
1183,windmill,A mill or turbine that is powered by wind,['windmill'],1184,0
1184,window_box_(for_plants),a container for growing plants on a windowsill,['window_box_(for_plants)'],1185,0
1185,windshield_wiper,a mechanical device that cleans the windshield,"['windshield_wiper', 'windscreen_wiper', 'wiper_(for_windshield/screen)']",1186,0
1186,windsock,a truncated cloth cone mounted on a mast/pole; shows wind direction,"['windsock', 'air_sock', 'air-sleeve', 'wind_sleeve', 'wind_cone']",1187,0
1187,wine_bottle,a bottle for holding wine,['wine_bottle'],1188,0
1188,wine_bucket,a bucket of ice used to chill a bottle of wine,"['wine_bucket', 'wine_cooler']",1189,0
1189,wineglass,a glass that has a stem and in which wine is served,['wineglass'],1190,0
1190,blinder_(for_horses),blinds that prevent a horse from seeing something on either side,['blinder_(for_horses)'],1191,0
1191,wok,pan with a convex bottom; used for frying in Chinese cooking,['wok'],1192,0
1192,wolf,"a wild carnivorous mammal of the dog family, living and hunting in packs",['wolf'],1193,0
1193,wooden_spoon,a spoon made of wood,['wooden_spoon'],1194,0
1194,wreath,"an arrangement of flowers, leaves, or stems fastened in a ring",['wreath'],1195,0
1195,wrench,a hand tool that is used to hold or twist a nut or bolt,"['wrench', 'spanner']",1196,0
1196,wristband,band consisting of a part of a sleeve that covers the wrist,['wristband'],1197,0
1197,wristlet,a band or bracelet worn around the wrist,"['wristlet', 'wrist_band']",1198,0
1198,yacht,an expensive vessel propelled by sail or power and used for cruising or racing,['yacht'],1199,0
1199,yogurt,a custard-like food made from curdled milk,"['yogurt', 'yoghurt', 'yoghourt']",1200,0
1200,yoke_(animal_equipment),gear joining two animals at the neck; NOT egg yolk,['yoke_(animal_equipment)'],1201,0
1201,zebra,any of several fleet black-and-white striped African equines,['zebra'],1202,0
1202,zucchini,small cucumber-shaped vegetable marrow; typically dark green,"['zucchini', 'courgette']",1203,0
